job_title,job_type,job_categories,job_location,company_name,company_location,company_field,company_size,experience_needed,career_level,education_level,gender
Accountant (Females Only),Full Time,Accounting/Finance,"Shubra, Cairo",Maxevia Corporate,"Cairo, Egypt ","Health, Wellness and Fitness, Online Media, Training and Coaching",100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Female
Senior Receivable Accountant,Full Time,Accounting/Finance,"Zamalek, Cairo",Confidential Company,"Zamalek, Cairo",Manufacturing,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Budgeting & Reporting Accountant,Full Time,Accounting/Finance,"Helwan, Cairo",ICON Holding,"Cairo, Egypt ","Construction - Industrial Facilities and Infrastructure, Engineering Services, Manufacturing",500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Financial Manager,Full Time,Accounting/Finance,"Maadi, Cairo",Confidential Company,"Maadi, Cairo",Manufacturing,10-49 Employees,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
Head OF Accounting,Full Time,Accounting/Finance,"Downtown, Cairo",NTS Group,"Cairo, Egypt ",Travel and Tourism,100-499 Employees,Min: 3 Max: 5,Manager,Bachelor's Degree,Both
Industrial Cost Accountant,Full Time,Accounting/Finance,"10th of Ramadan City, Sharqia",Sinamix,"Sharqia, Egypt ",Engineering Services,50-99 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Accountant,Full Time,Accounting/Finance,"Cairo, Egypt",Confidential Company,"Cairo, Egypt",Manufacturing,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Accountant AR Real Estate,Full Time,Accounting/Finance,"Downtown, Cairo",Confidential Company,"Downtown, Cairo",Manufacturing,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Male
General Ledger Accountant,Full Time,Accounting/Finance,"Fayoum, Egypt",Target Recruitment  & HR Solutions ,"Alexandria, Egypt ",Human Resources,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior External Auditor (International Firm),Full Time,Accounting/Finance,"Cairo, Egypt",Pillars,"Cairo, Egypt ","Human Resources, Recruitment and Staffing",1-9 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Accountant,Full Time,Accounting/Finance,"Giza, Egypt",Floramix Egypt,"Cairo, Egypt ",Agriculture/Fishing/Farming,100-499 Employees,Min: 7 Max: 10,Experienced (Non-Manager),Bachelor's Degree,Both
General Accountant,Full Time,Accounting/Finance,"New Cairo, Cairo",Anchor Developments,"Cairo, Egypt ",Real Estate/Property Management,50-99 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Accounts Payable Accountant,Full Time,Accounting/Finance,"Dokki, Giza",El Abd Group,"Cairo, Egypt ",Manufacturing,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Male
Senior AP Accountant,Full Time,Accounting/Finance,"Heliopolis, Cairo",Al Qamzi Group Egypt,"Cairo, Egypt ","Construction - Industrial Facilities and Infrastructure, Construction - Residential & Commercial/Office, Engineering Services",100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Cost Accountant,Full Time,Accounting/Finance,"6th of October, Giza",Zamil Steel Buildings Co,"Giza, Egypt ","Construction - Industrial Facilities and Infrastructure, Mining and Metals",500 Employees or more,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Male
Internal Operation Audit (QA),Full Time,Operations/Management,"Badr City, Cairo",Outservingplus,"Giza, Egypt ",Outsourcing/Offshoring,50-99 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Male
Senior Accountant,Full Time,Accounting/Finance,"Alsadat City, Monufya",MB for Engineering,"Giza, Egypt ",Manufacturing,100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Accountant -Alexandria,Full Time,Accounting/Finance,"Alexandria, Egypt",Naqla,"Cairo, Egypt ","Information Technology Services, Logistics and Supply Chain",100-499 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Financial Director,Full Time,Accounting/Finance,"Obour City, Cairo",Deutschland Technology Limited,"Cairo, Egypt ",Construction - Industrial Facilities and Infrastructure,100-499 Employees,Min: 15 Max: 20,"Senior Management (CEO, GM, Director, Head)",Bachelor's Degree,Both
Internal Audit Manager,Full Time,Accounting/Finance,"Sheikh Zayed, Giza",Excel Systems  ,"Giza, Egypt ","Computer and Network Security, Computer Hardware, Computer Software",50-99 Employees,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
Collection Accountant,Full Time,Accounting/Finance,"Maadi, Cairo",Chefaa IT,"Cairo, Egypt ","Internet/E-commerce, Medical Devices and Supplies, Pharmaceuticals",50-99 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Senior Banking Accountant,Full Time,Accounting/Finance,"New Cairo, Cairo",Times Development,"Cairo, Egypt ",Real Estate/Property Management,50-99 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
HR Business Partner,Full Time,Accounting/Finance,"10th of Ramadan City, Cairo",El-Soadaa Group,"Cairo, Egypt ",Construction - Industrial Facilities and Infrastructure,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Tax Accountant,Full Time,Accounting/Finance,"Obour City, Cairo",Confidential Company,"Obour City, Cairo",Manufacturing,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Internal Auditor,Full Time,Accounting/Finance,"Heliopolis, Cairo",Heggy Group,"Cairo, Egypt ","Apparel and Fashion, Luxury Goods and Jewelry, Retail",10-49 Employees,Min: 7 Max: 10,Experienced (Non-Manager),Bachelor's Degree,Both
Site Accountant,Full Time,Accounting/Finance,"Sheikh Zayed, Giza",FMPlus Property & Facility Management,Egypt ,"Environmental Services, Security and Surveillance",100-499 Employees,Min: 0 Max: 1,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Junior ERP Implementer,Full Time,Accounting/Finance,"Mohandessin, Giza",Confidential Company,"Mohandessin, Giza",Manufacturing,10-49 Employees,Min: 0 Max: 1,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Technical Support – ERP System,Full Time,Accounting/Finance,"Mohandessin, Giza",Confidential Company,"Mohandessin, Giza",Manufacturing,10-49 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Accountant,Full Time,Accounting/Finance,"Giza, Giza",Traderson GT,"Giza, Egypt ",Import and Export,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior ERP Implementer,Full Time,Accounting/Finance,"Mohandessin, Giza",Confidential Company,"Mohandessin, Giza",Manufacturing,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Internal Auditor - Operation,Full Time,Accounting/Finance,"Dokki, Giza",Premium Card,"Giza, Egypt ",Financial Services,100-499 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Senior Taxation Accountant,Full Time,Accounting/Finance,"Maadi, Cairo",Med Right for medical services,"Cairo, Egypt ",Healthcare and Medical Services,100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Compensation and Benefits Specialist,Full Time,Accounting/Finance,"Sheikh Zayed, Giza",Wadi Group,"Cairo, Egypt ",Food and Beverage Production,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Financial Manager-Construction,Full Time,Accounting/Finance,"Heliopolis, Cairo",Confidential Company,"Heliopolis, Cairo",Manufacturing,10-49 Employees,Min: 15 Max: 20,Manager,Bachelor's Degree,Both
Accounts Payable Accountant,Full Time,Accounting/Finance,"6th of October, Giza",Hikma Pharmaceuticals,"Giza, Egypt ",Pharmaceuticals,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
AP Accountant,Full Time,Accounting/Finance,"Maadi, Cairo",TruKKer Misr,"Cairo, Egypt ","Logistics and Supply Chain, Package/Freight Delivery, Transportation",100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
"Accountant, Accounts Payable",Full Time,Accounting/Finance,"6th of October, Giza",ESLSCA University,Egypt ,"Higher Education, Education",100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
"Accountant, Accounts Receivable",Full Time,Accounting/Finance,"6th of October, Giza",ESLSCA University,Egypt ,"Higher Education, Education",100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Cost Accountant - Beni suef,Full Time,Accounting/Finance,"Beni Suef, Egypt",Nutriti Pharma,"Giza, Egypt ","Medical Devices and Supplies, Pharmaceuticals",50-99 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Financial Analyst,Full Time,Accounting/Finance,"Cairo, Egypt",One Point Holding,"Cairo, Egypt ","Human Resources, Recruitment and Staffing, Consulting Services",1-9 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Investment Analyst,Full Time,Accounting/Finance,"Cairo, Egypt",One Point Holding,"Cairo, Egypt ","Human Resources, Recruitment and Staffing, Consulting Services",1-9 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Accounting Manager - Construction,Full Time,Accounting/Finance,"New Cairo, Cairo",AlMaraag for Real Estate Development ,Egypt ,Manufacturing,1-9 Employees,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
Procurement & Accounting Specialist,Full Time,Accounting/Finance,"New Cairo, Cairo",Blue Ribbon,"Cairo, Egypt ","Hospitality/Hotels, Management Consulting, Sports",10-49 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Financial Manager,Full Time,Accounting/Finance,"Cairo, Egypt",Confidential Company,"Cairo, Egypt",Manufacturing,10-49 Employees,Min: 1 Max: 2,Manager,Bachelor's Degree,Both
Feasibility Study Consultant,Part Time,Analyst/Research,"Cairo, Egypt",Dimensions ,Saudi Arabia ,Financial Services,1-9 Employees,Min: 3 Max: 5,Manager,Bachelor's Degree,Both
Financial Manager,Full Time,Accounting/Finance,"Nasr City, Cairo",Simplex,"Cairo, Egypt ",Engineering Services,100-499 Employees,Min: 3 Max: 5,Manager,Bachelor's Degree,Both
Senior Accountant,Full Time,Accounting/Finance,"Qalubia, Egypt",السالم للتطوير العقاري,"Cairo, Egypt ",Real Estate/Property Management,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Accountant محاسب,Full Time,Accounting/Finance,"Maadi, Cairo",Erpplus5,"Cairo, Egypt ","Business Services - Other, Computer Software, Information Technology Services",10-49 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Financial Analyst,Full Time,Accounting/Finance,"Giza, Giza",NowPay,"Giza, Egypt ","Computer Software, Financial Services",50-99 Employees,Min: 7 Max: 10,Experienced (Non-Manager),Bachelor's Degree,Both
Accountant,Full Time,Accounting/Finance,"Sheikh Zayed, Giza",Confidential Company,"Sheikh Zayed, Giza",Manufacturing,10-49 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Restaurant Accountant,Full Time,Accounting/Finance,"6th of October, Giza",Classique Group,"Alexandria, Egypt ","Food and Beverage Production, Import and Export, Food Services/Restaurants/Catering",100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Warehouse Accountant,Full Time,Accounting/Finance,"Maadi, Cairo",Interact Technology Solutions,"Cairo, Egypt ","Computer and Network Security, Computer Software, Information Technology Services",100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Accountant,Full Time,Accounting/Finance,"Cairo, Egypt",Confidential Company,"Cairo, Egypt",Manufacturing,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Management Accounting Assistant Manager & Process control lead,Full Time,Accounting/Finance,"Smouha, Alexandria",Dreem Mashreq Foods ,"Alexandria, Egypt ",FMCG,500 Employees or more,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
Financial Analyst,Full Time,Accounting/Finance,"Sheraton, Cairo",Confidential Company,"Sheraton, Cairo",Manufacturing,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Accountant,Full Time,Accounting/Finance,"San Stefano, Alexandria",Monglish Academy,"Alexandria, Egypt ","Education, Training and Coaching, E-Learning",50-99 Employees,Min: 7 Max: 10,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Accountant,Full Time,Accounting/Finance,"New Cairo, Cairo",Confidential Company,"New Cairo, Cairo",Manufacturing,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Cashier,Full Time,Accounting/Finance,"Katameya, Cairo",RAYA Auto,Egypt ,Automotive,50-99 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Accounting Manager,Full Time,Accounting/Finance,"Sheraton, Cairo",Confidential Company,"Sheraton, Cairo",Manufacturing,10-49 Employees,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
Auditor,Full Time,Accounting/Finance,"Maadi, Cairo",Hesham El-Tohmay & Co.,"Cairo, Egypt ",Accounting and Auditing Services,50-99 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Internal Auditor,Full Time,Accounting/Finance,"Dokki, Giza",Mc Ledger,"Giza, Egypt ","Accounting and Auditing Services, Information Technology Services",10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Auditor,Full Time,Accounting/Finance,"Maadi, Cairo",Hesham El-Tohmay & Co.,"Cairo, Egypt ",Accounting and Auditing Services,50-99 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Accountant,Full Time,Accounting/Finance,"Sheikh Zayed, Giza",Sky Distribution,"Giza, Egypt ","Consumer Services, Logistics and Supply Chain, Retail",500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Credit and Collection Specialist,Full Time,Accounting/Finance,"Cairo, Egypt",Interact Technology Solutions,"Cairo, Egypt ","Computer and Network Security, Computer Software, Information Technology Services",100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Chief Accountant (Construction),Full Time,Accounting/Finance,"10th of Ramadan City, Cairo",Confidential Company,"10th of Ramadan City, Cairo",Manufacturing,10-49 Employees,Min: 7 Max: 10,"Senior Management (CEO, GM, Director, Head)",Bachelor's Degree,Both
Assistant Audit Manager‏ ‏,Full Time,Accounting/Finance,"Maadi, Cairo",Hesham El-Tohmay & Co.,"Cairo, Egypt ",Accounting and Auditing Services,50-99 Employees,Min: 7 Max: 10,Experienced (Non-Manager),Bachelor's Degree,Both
Collections Executive,Full Time,Accounting/Finance,"Sheikh Zayed, Giza",Inertia Egypt,"Giza, Egypt ","Architectural and Design Services, Construction - Residential & Commercial/Office, Real Estate/Property Management",100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Accountant,Full Time,Accounting/Finance,"Maadi, Cairo",Expleo,"Cairo, Egypt ","Computer Software, Information Technology Services",500 Employees or more,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Chief Accountant,Full Time,Accounting/Finance,"Abbassia, Cairo",Tawzef,"Cairo, Egypt ","Human Resources, Recruitment and Staffing, Consulting Services",10-49 Employees,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
Treasury Consultant,Full Time,Accounting/Finance,"Maadi, Cairo",Expleo,"Cairo, Egypt ","Computer Software, Information Technology Services",500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Front Office Manager,Full Time,Administration,"Maadi, Cairo",Andalusia Group,"Cairo, Egypt ",Healthcare and Medical Services,500 Employees or more,Min: 3 Max: 5,Manager,Bachelor's Degree,Both
Chief Accountant,Full Time,Accounting/Finance,"Giza, Giza",Modern Structures & Equipment ,"Giza, Egypt ",Construction - Residential & Commercial/Office,100-499 Employees,Min: 7 Max: 10,"Senior Management (CEO, GM, Director, Head)",Bachelor's Degree,Both
General Accountant,Full Time,Accounting/Finance,"Maadi, Cairo",Wadi Degla Trading ,"Cairo, Egypt ","Construction - Industrial Facilities and Infrastructure, Engineering Services, Wholesale Trade",100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Financial Planning Manager,Full Time,Accounting/Finance,"Nasr City, Cairo",SAVOLA,"Cairo, Egypt ",FMCG,500 Employees or more,Min: 3 Max: 5,Manager,Bachelor's Degree,Both
Odoo Functional Consultant,Full Time,Accounting/Finance,"6th of October, Giza",Isky Development,"Giza, Egypt ",Computer Software,10-49 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Senior Accountant,Full Time,Accounting/Finance,"6th of October, Giza",Powergreen,"Giza, Egypt ","Energy and Utilities, Engineering Services, Environmental Services",10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Chief Accountant,Full Time,Accounting/Finance,"Zamalek, Cairo",Confidential Company,"Zamalek, Cairo",Manufacturing,10-49 Employees,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
Financial Reporting Accountant,Full Time,Accounting/Finance,"Cairo, Egypt",Snack Land,Egypt ,FMCG,1-9 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Budgeting & Financial Analyst,Full Time,Accounting/Finance,"Mokattam, Cairo",Confidential Company,"Mokattam, Cairo",Manufacturing,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Male
Senior Analyst,Full Time,Accounting/Finance,"New Nozha, Cairo",Saudi German Hospital ,"Cairo, Egypt ",Healthcare and Medical Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Banking and treasury accountant,Full Time,Accounting/Finance,"Nasr City, Cairo",Simplex,"Cairo, Egypt ",Engineering Services,100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
General Accountant-محاسب عام,Full Time,Accounting/Finance,"Heliopolis, Cairo",The benchmark,"Cairo, Egypt ",Real Estate/Property Management,10-49 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Male
Junior Payroll,Full Time,Accounting/Finance,"Maadi, Cairo",BDO Esnad,"Cairo, Egypt ",Outsourcing/Offshoring,1-9 Employees,Min: 0 Max: 1,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
"Manager, Capacity Building EIL Eng- Arabic ver.",Full Time,Accounting/Finance,"Nasr City, Cairo",National Institute for Governance and Development,"Giza, Egypt ",Training and Coaching,50-99 Employees,Min: 7 Max: 10,Manager,Master's Degree,Both
Senior Tax Accountant,Full Time,Accounting/Finance,"Giza, Egypt",Nahdet Misr Publishing Group,"Giza, Egypt ",Publishing and Printing,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
